VISDATA
10
0 7 1 2 4 6 7 8 9
1 7 0 2 4 6 7 8 9
2 8 0 1 3 4 6 7 8 9
3 1 2
4 8 0 1 2 5 6 7 8 9
5 1 4
6 7 0 1 2 4 7 8 9
7 7 0 1 2 4 6 8 9
8 7 0 1 2 4 6 7 9
9 7 0 1 2 4 6 7 8
